Epoch;AvgBatchError;LearningRate;ElapsedSeconds
2;0.89236826;0.01;561.90137
2;0.84280366;0.01;562.13104
2;0.8660126;0.01;562.4154
2;0.67119604;0.01;562.6782
2;0.7772052;0.01;562.9502
2;0.9672833;0.01;563.23486
2;1.0660379;0.01;563.4783
2;0.9256689;0.01;563.7607
2;0.8740021;0.01;564.02356
2;0.8468066;0.01;564.28516
2;0.72309136;0.01;564.5319
2;1.1481049;0.01;564.7928
2;0.8844845;0.01;565.07526
2;0.86939085;0.01;565.39655
2;0.8395524;0.01;565.65533
2;0.71547616;0.01;565.91016
2;1.2433127;0.01;566.16034
2;0.9972633;0.01;566.3942
2;0.9963562;0.01;566.67944
2;0.8121815;0.01;566.9706
2;0.71470046;0.01;567.2629
2;0.9524683;0.01;567.49426
2;1.0772074;0.01;567.7474
2;0.7323293;0.01;568.0223
2;0.7401777;0.01;568.2585
2;0.89780813;0.01;568.5119
2;0.8423361;0.01;568.78864
2;0.7251157;0.01;569.0397
2;1.1727103;0.01;569.33514
2;0.8557703;0.01;569.6079
2;1.0170891;0.01;569.86285
2;0.9496601;0.01;570.11487
2;1.2181107;0.01;570.4167
2;1.1270394;0.01;570.69293
2;0.9564337;0.01;570.9731
2;0.881533;0.01;571.2452
2;0.8199722;0.01;571.56586
2;0.8217537;0.01;571.82983
2;0.8611594;0.01;572.0957
2;0.86801165;0.01;572.3993
2;0.7676929;0.01;572.63965
2;1.1347382;0.01;572.8985
2;0.8395829;0.01;573.1552
2;0.7797833;0.01;573.42236
2;0.9787899;0.01;573.68115
2;1.411105;0.01;573.90454
2;1.0574348;0.01;574.118
2;0.6800965;0.01;574.34436
2;1.053901;0.01;574.59985
2;0.70655745;0.01;574.8712
2;0.9936815;0.01;575.109
2;0.78021884;0.01;575.3891
2;0.9347735;0.01;575.6474
2;0.6713466;0.01;575.8798
2;0.8011352;0.01;576.1274
2;0.7468082;0.01;576.41547
2;0.62415916;0.01;576.6546
2;1.0632892;0.01;576.94073
2;0.9411847;0.01;577.2412
2;0.78489405;0.01;577.52155
2;0.85761243;0.01;577.76685
2;0.8462892;0.01;578.0034
2;0.9314932;0.01;578.231
2;0.85930043;0.01;578.48926
2;1.0595239;0.01;578.7745
2;0.78996897;0.01;579.0281
2;0.6801463;0.01;579.2483
2;1.1880201;0.01;579.483
2;1.0264089;0.01;579.7959
2;1.2397903;0.01;580.03076
2;1.1179224;0.01;580.2805
2;0.7475504;0.01;580.5431
2;0.86855865;0.01;580.799
2;0.68107855;0.01;581.09644
2;0.71514344;0.01;581.3813
2;0.63573956;0.01;581.6373
2;0.8615071;0.01;581.9143
2;0.93687934;0.01;582.1722
2;0.79996264;0.01;582.4021
2;0.86811644;0.01;582.63983
2;0.7432911;0.01;582.8985
2;0.89998853;0.01;583.14435
2;0.672163;0.01;583.3952
2;0.98931307;0.01;583.6669
2;0.8187025;0.01;583.91003
2;0.89304733;0.01;584.167
2;1.04421;0.01;584.41815
2;0.7391748;0.01;584.70776
2;0.985715;0.01;584.96674
2;0.81298363;0.01;585.21313
2;1.0710233;0.01;585.4743
2;1.2115088;0.01;585.7065
2;0.7953476;0.01;585.9537
2;0.8318005;0.01;586.2166
2;1.1489723;0.01;586.46844
2;1.2473998;0.01;586.70557
2;1.1496395;0.01;586.9695
2;0.85653895;0.01;587.2305
2;1.0622399;0.01;587.46063
2;0.8791462;0.01;587.7096
2;1.0653304;0.01;587.9857
2;0.795866;0.01;588.2289
2;1.0336331;0.01;588.4457
2;0.9565547;0.01;588.71173
2;0.9435653;0.01;588.98474
2;0.6209605;0.01;589.23865
2;0.6831797;0.01;589.4764
2;0.85492206;0.01;589.7129
2;0.8697376;0.01;589.9633
2;1.0593679;0.01;590.2
2;0.7764865;0.01;590.4815
2;0.8152185;0.01;590.7192
2;0.6555263;0.01;590.9355
2;0.9271955;0.01;591.1505
2;0.9539001;0.01;591.3921
2;0.9925698;0.01;591.6567
2;0.88748145;0.01;591.91187
2;0.65701014;0.01;592.1584
2;0.8114995;0.01;592.4004
2;0.72236633;0.01;592.6854
2;0.83303523;0.01;592.9219
2;0.7670195;0.01;593.1464
2;0.9008332;0.01;593.3866
2;0.88664734;0.01;593.6396
2;0.85378736;0.01;593.91205
2;0.87566626;0.01;594.14386
2;0.6697265;0.01;594.3929
2;0.971073;0.01;594.63513
2;1.0224248;0.01;594.8623
2;0.89363825;0.01;595.0983
2;0.7075416;0.01;595.36456
2;0.7130926;0.01;595.6378
2;1.3880887;0.01;595.8926
2;1.0214461;0.01;596.13226
2;0.9498702;0.01;596.36957
2;1.0365968;0.01;596.5872
2;0.78053063;0.01;596.8104
2;0.9698111;0.01;597.0453
2;0.76291823;0.01;597.2717
2;1.0374812;0.01;597.5375
2;0.9239279;0.01;597.7805
2;0.7844707;0.01;598.0193
2;0.97736686;0.01;598.2381
2;0.67319;0.01;598.46436
2;1.0967684;0.01;598.7161
2;0.9016716;0.01;598.9561
2;0.73048574;0.01;599.2003
2;0.6107803;0.01;599.4417
2;0.90317065;0.01;599.6721
2;0.9188984;0.01;599.9761
2;1.2343583;0.01;600.2092
2;0.66882104;0.01;600.44794
2;1.3017124;0.01;600.6881
2;0.49276656;0.01;600.91876
2;1.1020585;0.01;601.1846
2;0.71222997;0.01;601.422
2;0.8156264;0.01;601.6399
2;0.95969194;0.01;601.89435
2;1.0478817;0.01;602.1692
2;0.7422979;0.01;602.4259
2;0.76127243;0.01;602.6826
2;0.9600367;0.01;602.9033
2;0.76010454;0.01;603.1392
2;0.8760512;0.01;603.38074
2;0.56060064;0.01;603.6198
2;1.2520608;0.01;603.8874
2;1.1656284;0.01;604.1562
2;0.63116574;0.01;604.38727
2;0.6797734;0.01;604.62317
2;1.0919585;0.01;604.894
2;0.6976702;0.01;605.16724
2;0.61297256;0.01;605.39886
2;1.0319654;0.01;605.63654
2;0.67772627;0.01;605.8846
2;0.9161361;0.01;606.1078
2;1.1698442;0.01;606.3201
2;0.75119364;0.01;606.5435
2;0.91211027;0.01;606.763
2;0.9196352;0.01;606.99414
2;0.75526637;0.01;607.2461
2;0.82063174;0.01;607.5056
2;1.1060326;0.01;607.7643
2;0.85016197;0.01;608.02704
2;1.0767665;0.01;608.254
2;0.6139675;0.01;608.4961
2;0.5521414;0.01;608.74835
2;1.0065181;0.01;608.9771
2;0.8972948;0.01;609.2006
2;0.79856527;0.01;609.4396
2;0.73949313;0.01;609.68677
2;0.6334493;0.01;609.9385
2;0.9868071;0.01;610.21216
2;0.9512386;0.01;610.43146
2;0.7013016;0.01;610.65
2;0.71083754;0.01;610.8772
2;0.96904516;0.01;611.08887
2;1.0869268;0.01;611.3244
2;0.78200173;0.01;611.5886
2;1.0484716;0.01;611.8231
2;0.9193056;0.01;612.0886
2;0.67972535;0.01;612.3545
2;0.97058225;0.01;612.5732
2;0.62102914;0.01;612.8203
2;1.4456809;0.01;613.099
2;0.6530185;0.01;613.35315
2;1.0128505;0.01;613.6208
2;0.7887461;0.01;613.8552
2;0.80754256;0.01;614.0787
2;1.2003824;0.01;614.33154
2;1.1011792;0.01;614.57733
2;0.7495995;0.01;614.8231
2;0.89099985;0.01;615.0363
2;0.5803225;0.01;615.2825
2;0.78764516;0.01;615.53265
2;1.1170714;0.01;615.7859
2;1.0145648;0.01;616.02795
2;1.0627171;0.01;616.2744
2;0.62254477;0.01;616.5051
2;0.9239263;0.01;616.7237
2;0.6985451;0.01;617.0329
2;0.98967654;0.01;617.2761
2;0.97809654;0.01;617.48157
2;0.5432365;0.01;617.7222
2;0.8632046;0.01;617.9754
2;0.73265755;0.01;618.2142
2;0.9276997;0.01;618.45764
2;1.0776782;0.01;618.6802
2;1.1663588;0.01;618.933
2;0.6159294;0.01;619.1762
2;0.7527462;0.01;619.45636
2;0.61849284;0.01;619.69006
2;1.2070557;0.01;619.94073
2;0.82637954;0.01;620.2052
2;1.0541148;0.01;620.4645
2;1.1206735;0.01;620.7151
2;0.6225355;0.01;620.97095
2;0.92843825;0.01;621.24646
2;1.0539902;0.01;621.48285
2;0.8196822;0.01;621.7257
2;1.0324293;0.01;622.01715
2;0.62799114;0.01;622.27545
2;1.1800125;0.01;622.51965
2;0.67557555;0.01;622.7855
2;0.8496928;0.01;623.035
2;0.8437405;0.01;623.3184
2;1.2544131;0.01;623.58514
2;0.78919417;0.01;623.86334
2;0.7740538;0.01;624.1018
2;0.90241915;0.01;624.36145
2;0.75791705;0.01;624.6491
2;0.95556206;0.01;624.86584
2;0.9252602;0.01;625.07965
2;0.6404086;0.01;625.29785
2;0.8441473;0.01;625.5191
2;1.0541154;0.01;625.77234
2;1.2738338;0.01;626.0103
2;0.8721485;0.01;626.2367
2;1.1562105;0.01;626.4527
2;0.9598954;0.01;626.6733
2;0.8073139;0.01;626.8981
2;0.78533256;0.01;627.1355
2;1.0777401;0.01;627.36755
2;1.0391985;0.01;627.6581
2;0.8110723;0.01;627.88934
2;1.0065206;0.01;628.1847
2;0.92596304;0.01;628.47064
2;0.79460746;0.01;628.70825
2;0.676384;0.01;628.9315
2;1.2954507;0.01;629.1499
2;0.8577848;0.01;629.39325
2;0.9780047;0.01;629.62335
2;1.0589598;0.01;629.8623
2;0.95755965;0.01;630.1077
2;0.87107027;0.01;630.37775
2;0.8075921;0.01;630.6405
2;0.8225592;0.01;630.8889
2;0.7652845;0.01;631.15814
2;1.1302438;0.01;631.4075
2;0.9693148;0.01;631.694
2;1.2390276;0.01;631.9347
2;0.9136686;0.01;632.17236
2;0.78788495;0.01;632.43317
2;1.1016403;0.01;632.6665
2;0.9096802;0.01;632.8997
2;0.6365501;0.01;633.17596
2;0.7772691;0.01;633.42676
2;0.9300201;0.01;633.6678
2;1.0362376;0.01;633.92865
2;0.8261569;0.01;634.19867
2;0.69113123;0.01;634.4581
2;0.88740313;0.01;634.71747
2;0.8747555;0.01;635.0192
2;1.020479;0.01;635.2404
2;0.7171159;0.01;635.47046
2;0.606164;0.01;635.75415
2;0.7445112;0.01;636.0102
2;0.8381762;0.01;636.26044
2;1.1403333;0.01;636.4928
2;0.7236174;0.01;636.75494
2;1.0843863;0.01;637.05383
2;1.1736126;0.01;637.28644
2;0.78910714;0.01;637.54504
2;0.90518236;0.01;637.824
2;1.2285656;0.01;638.06476
2;0.7712449;0.01;638.32904
2;0.96472013;0.01;638.5866
2;0.7609655;0.01;638.8144
2;0.9217756;0.01;639.0435
2;0.6846073;0.01;639.2944
2;0.808415;0.01;639.63025
2;1.0601445;0.01;639.869
2;0.8203281;0.01;640.1118
2;1.1184094;0.01;640.39246
2;0.99645233;0.01;640.6293
2;0.8325809;0.01;640.87885
2;1.019702;0.01;641.10315
2;0.86094123;0.01;641.3378
2;0.8202641;0.01;641.5715
2;0.59956187;0.01;641.82367
2;0.8359189;0.01;642.11597
2;0.8724904;0.01;642.3659
2;1.0979091;0.01;642.6101
2;0.90454555;0.01;642.8393
2;0.768407;0.01;643.08215
2;0.9128086;0.01;643.3899
2;1.081009;0.01;643.689
2;0.906617;0.01;643.9538
2;0.95729995;0.01;644.2051
2;0.8320387;0.01;644.4353
2;0.56401646;0.01;644.73206
2;0.98305804;0.01;644.9572
2;1.3853427;0.01;645.2188
2;1.1283127;0.01;645.4641
2;0.75562286;0.01;645.69214
2;0.6821083;0.01;645.92896
2;1.0480545;0.01;646.1595
2;0.9346;0.01;646.3909
2;0.8670757;0.01;646.6636
2;0.7367798;0.01;646.9034
2;1.0512313;0.01;647.1702
2;0.9730418;0.01;647.4569
2;0.79403657;0.01;647.73065
2;0.7637233;0.01;648.03503
2;0.8198979;0.01;648.31555
2;0.8792293;0.01;648.58936
2;0.8861895;0.01;648.85455
2;0.88019544;0.01;649.07446
2;0.89884317;0.01;649.299
2;1.0138057;0.01;649.52374
2;0.9091088;0.01;649.792
2;0.6755822;0.01;650.06805
2;1.0461951;0.01;650.33044
2;1.5704445;0.01;650.5566
2;1.0042326;0.01;650.81525
2;0.72103274;0.01;651.10077
2;1.0453209;0.01;651.32465
2;0.7929143;0.01;651.56415
2;0.7462143;0.01;651.8279
2;0.8734195;0.01;652.1177
2;0.98759454;0.01;652.3841
2;0.9797886;0.01;652.6513
2;1.003572;0.01;652.9311
2;0.8961062;0.01;653.1698
2;0.8474175;0.01;653.44055
2;1.010796;0.01;653.70807
2;0.78241175;0.01;653.9463
2;0.53304464;0.01;654.23114
2;0.8177111;0.01;654.5125
2;0.8973127;0.01;654.7311
2;0.8062963;0.01;655.0156
2;0.9959159;0.01;655.28955
2;1.0782058;0.01;655.57623
2;0.969078;0.01;655.82764
2;0.77607274;0.01;656.03925
2;0.96378213;0.01;656.28107
2;0.9151832;0.01;656.5419
2;0.7366812;0.01;656.85986
2;1.0190367;0.01;657.09906
2;0.5745167;0.01;657.3482
2;1.0605257;0.01;657.6311
2;0.5845773;0.01;657.84937
2;0.6135456;0.01;658.0838
2;0.6775426;0.01;658.34534
2;0.77367514;0.01;658.63116
2;1.0448536;0.01;658.92926
2;1.1137122;0.01;659.176
2;0.8855746;0.01;659.43036
2;1.0080134;0.01;659.687
2;1.0048013;0.01;659.9162
2;0.6367666;0.01;660.1637
2;1.007878;0.01;660.4438
2;0.8424309;0.01;660.6929
2;0.7755196;0.01;660.9654
2;0.950416;0.01;661.21625
2;0.8103936;0.01;661.50604
2;0.6734146;0.01;661.7576
2;0.878846;0.01;662.02106
2;1.1107808;0.01;662.2466
2;0.9066776;0.01;662.4962
2;0.866867;0.01;662.7731
2;1.1055895;0.01;663.0189
2;0.81723475;0.01;663.25116
2;0.64519644;0.01;663.5279
2;1.0004238;0.01;663.826
2;0.57033646;0.01;664.11597
2;1.0273813;0.01;664.376
2;0.88233256;0.01;664.64557
2;0.8497803;0.01;664.9214
2;0.86916524;0.01;665.17694
2;0.9834832;0.01;665.4376
2;1.0604073;0.01;665.6989
2;0.8145594;0.01;665.95825
2;0.9744828;0.01;666.2325
2;0.98475945;0.01;666.5029
2;0.69142866;0.01;666.8294
2;0.7556279;0.01;667.10406
2;0.9358942;0.01;667.3829
2;0.9987239;0.01;667.6267
2;1.1275144;0.01;667.8445
2;0.6234396;0.01;668.11346
2;1.1294442;0.01;668.37305
2;0.5267593;0.01;668.6182
2;0.6331238;0.01;668.8761
2;1.2535397;0.01;669.1144
2;0.94253594;0.01;669.4088
2;0.75612783;0.01;669.6455
2;0.7357632;0.01;669.9069
2;0.7707048;0.01;670.14355
2;0.8306825;0.01;670.4296
2;1.0116279;0.01;670.7256
2;0.9502919;0.01;671.03656
2;0.97769046;0.01;671.29846
2;0.79185104;0.01;671.5577
2;0.83400965;0.01;671.7928
2;0.538789;0.01;672.0484
2;1.0571225;0.01;672.3244
2;0.519371;0.01;672.58905
2;1.1668457;0.01;672.83527
2;0.81586426;0.01;673.07635
2;1.0773381;0.01;673.3734
2;0.951131;0.01;673.6498
2;0.8024698;0.01;673.9234
2;0.5684081;0.01;674.1995
2;0.8974485;0.01;674.45996
2;1.0055299;0.01;674.7461
2;0.6940364;0.01;675.0057
2;1.1487018;0.01;675.2969
2;1.1229239;0.01;675.5353
2;1.0646253;0.01;675.81647
2;0.8084322;0.01;676.10205
2;1.0519135;0.01;676.3617
2;0.9112296;0.01;676.601
2;1.0368583;0.01;676.87256
2;1.0887713;0.01;677.15466
2;0.85401857;0.01;677.435
2;0.81106764;0.01;677.72815
2;0.9188221;0.01;677.9565
2;0.92830765;0.01;678.216
2;1.0428364;0.01;678.5268
2;0.88653183;0.01;678.81946
2;0.9308175;0.01;679.0419
2;0.97171676;0.01;679.32245
2;0.7690283;0.01;679.5508
2;0.8186969;0.01;679.8498
2;0.62908316;0.01;680.117
2;0.7875537;0.01;680.4257
2;0.89008605;0.01;680.70624
2;0.8496941;0.01;680.96344
2;0.5449148;0.01;681.20667
2;0.86497796;0.01;681.52673
2;0.84778565;0.01;681.7689
2;0.6543768;0.01;682.03815
2;0.8240575;0.01;682.2839
2;0.50710356;0.01;682.5638
2;1.0015253;0.01;682.8734
2;0.86171967;0.01;683.12146
2;1.0434766;0.01;683.3699
2;0.78946733;0.01;683.6558
2;1.2690003;0.01;683.9153
2;0.69660395;0.01;684.1998
2;0.9099858;0.01;684.4575
2;1.001044;0.01;684.73627
2;0.8559936;0.01;684.9835
2;0.39694142;0.01;685.2831
2;0.70184374;0.01;685.5647
2;0.5691873;0.01;685.83246
2;0.887434;0.01;686.12494
2;0.8684042;0.01;686.3893
2;0.8774402;0.01;686.6197
2;0.85648966;0.01;686.9357
2;0.95181984;0.01;687.2257
2;0.7179634;0.01;687.4813
2;0.88166666;0.01;687.77905
2;0.6178585;0.01;688.0144
2;0.76829314;0.01;688.3304
2;0.6322735;0.01;688.5997
2;1.03293;0.01;688.8604
2;1.15402;0.01;689.18207
2;0.8386769;0.01;689.4205
2;0.9891529;0.01;689.6822
2;0.77715856;0.01;689.95825
2;0.4184637;0.01;690.23694
2;0.84058756;0.01;690.4993
2;0.83269763;0.01;690.7594
2;0.90452355;0.01;691.0443
2;0.55489486;0.01;691.2847
2;0.828085;0.01;691.55707
2;0.9034719;0.01;691.85657
2;0.603993;0.01;692.14996
2;0.7950802;0.01;692.4452
2;0.93903816;0.01;692.7322
2;0.845108;0.01;693.0144
2;0.7770993;0.01;693.26404
2;0.96471184;0.01;693.52124
2;1.0730884;0.01;693.8048
2;0.89450556;0.01;694.04205
2;1.0976834;0.01;694.28345
2;0.92227334;0.01;694.6129
2;0.96878433;0.01;694.8994
2;0.5377288;0.01;695.1549
2;0.84693396;0.01;695.46924
2;0.95712;0.01;695.7685
2;0.6429882;0.01;696.0378
2;0.7479954;0.01;696.2687
2;0.7508564;0.01;696.5288
2;0.75054765;0.01;696.8128
2;0.9554603;0.01;697.0724
2;0.79046243;0.01;697.3108
2;1.2359586;0.01;697.5699
2;0.9278731;0.01;697.8432
2;0.88948435;0.01;698.0989
2;0.75294465;0.01;698.3595
2;0.6369624;0.01;698.6032
2;0.9527329;0.01;698.88574
2;0.6928471;0.01;699.204
2;0.7952638;0.01;699.44745
2;0.85756385;0.01;699.7335
2;0.33259705;0.01;700.0406
2;0.65888816;0.01;700.2751
2;0.78967047;0.01;700.57336
2;1.339321;0.01;700.83984
2;0.6874234;0.01;701.07776
2;1.064062;0.01;701.35876
2;0.78660697;0.01;701.7167
2;0.9790117;0.01;701.9766
2;0.8678015;0.01;702.2158
2;1.2033608;0.01;702.5059
2;1.0652771;0.01;702.78864
2;1.0454726;0.01;703.0525
2;0.5527261;0.01;703.371
2;0.6179039;0.01;703.6264
2;0.912654;0.01;703.86774
2;0.91109884;0.01;704.1256
2;0.6649702;0.01;704.4034
2;1.064289;0.01;704.6722
2;0.9256613;0.01;704.9747
2;0.6811534;0.01;705.2246
2;0.80457014;0.01;705.5168
2;0.6749586;0.01;705.7876
2;0.8429268;0.01;706.08026
2;0.79010236;0.01;706.382
2;1.0792074;0.01;706.632
2;0.49829543;0.01;706.9224
2;0.82480764;0.01;707.2009
2;1.2474414;0.01;707.48596
2;1.0508802;0.01;707.7575
2;1.1064929;0.01;708.0401
2;0.88531804;0.01;708.3087
2;0.5395454;0.01;708.602
2;0.89038986;0.01;708.9022
2;0.74689776;0.01;709.1661
2;0.84397554;0.01;709.44196
2;1.0595961;0.01;709.7604
2;1.0269119;0.01;710.01117
2;0.57194257;0.01;710.2988
2;0.59784764;0.01;710.58923
2;0.6769921;0.01;710.85455
2;0.993637;0.01;711.1447
2;0.67036057;0.01;711.43024
2;0.93829507;0.01;711.6779
2;1.0611295;0.01;711.94977
2;1.1395314;0.01;712.2485
2;1.0198575;0.01;712.5391
2;0.7024702;0.01;712.799
2;0.56533915;0.01;713.0725
2;1.302548;0.01;713.30994
2;0.80334306;0.01;713.562
2;0.66930616;0.01;713.8115
2;0.7142636;0.01;714.08325
2;0.7925585;0.01;714.36707
2;0.8725888;0.01;714.6992
2;0.99814;0.01;714.9697
2;0.7628665;0.01;715.26624
2;0.9309864;0.01;715.5399
2;1.3291333;0.01;715.8202
2;0.7178982;0.01;716.086
2;0.941103;0.01;716.3291
2;1.1429799;0.01;716.59924
2;0.7147023;0.01;716.8836
2;1.0278629;0.01;717.14923
2;0.6716244;0.01;717.4179
2;1.1224204;0.01;717.70056
2;0.5543011;0.01;717.9584
2;0.7898151;0.01;718.2103
2;0.8537848;0.01;718.5216
2;0.8231195;0.01;718.7805
2;0.6956476;0.01;719.0902
2;0.7891071;0.01;719.3587
2;0.7066486;0.01;719.67474
2;0.75437737;0.01;719.9206
2;0.5548922;0.01;720.16815
2;0.69972384;0.01;720.418
2;1.024845;0.01;720.6876
2;0.9211556;0.01;720.92456
2;0.4892143;0.01;721.1955
2;0.8568742;0.01;721.45886
2;0.9021394;0.01;721.7719
2;1.058595;0.01;722.03827
2;0.6689824;0.01;722.2679
2;0.87860453;0.01;722.5391
2;0.5380508;0.01;722.8046
2;0.51068735;0.01;723.073
2;1.0402542;0.01;723.3437
2;0.7449607;0.01;723.63617
2;0.773123;0.01;723.92004
2;0.9319818;0.01;724.17993
2;0.937457;0.01;724.4884
2;1.0326664;0.01;724.76996
2;0.57474566;0.01;724.99554
2;0.91284704;0.01;725.2485
2;0.6889721;0.01;725.5383
2;0.85374695;0.01;725.85077
2;0.69528306;0.01;726.1458
2;0.6287334;0.01;726.4562
2;0.77989113;0.01;726.7912
2;0.9130281;0.01;727.1018
2;0.8618523;0.01;727.3887
2;0.8260798;0.01;727.70044
2;0.8925294;0.01;727.9823
2;0.7233901;0.01;728.23517
2;0.6735854;0.01;728.51117
2;0.7592326;0.01;728.744
2;1.0677394;0.01;728.9702
2;1.1157298;0.01;729.2093
2;1.2741495;0.01;729.46814
2;0.810724;0.01;729.727
2;0.7025834;0.01;730.0033
2;1.0920333;0.01;730.28564
2;0.6348225;0.01;730.5795
2;0.9330167;0.01;730.86707
2;0.8158953;0.01;731.1162
2;0.76224214;0.01;731.3872
2;0.8701499;0.01;731.6372
2;0.65795743;0.01;731.89764
2;0.9527815;0.01;732.19543
2;1.1452292;0.01;732.4326
2;0.74184626;0.01;732.67255
2;0.77072835;0.01;732.9056
2;1.1658117;0.01;733.168
2;0.85243547;0.01;733.4805
2;0.6518653;0.01;733.7256
2;0.6699116;0.01;733.9653
2;0.8342623;0.01;734.1897
2;0.565735;0.01;734.47327
2;1.2084086;0.01;734.76685
2;1.1440929;0.01;735.01654
2;0.8326196;0.01;735.25793
2;0.72167325;0.01;735.55597
2;0.73132545;0.01;735.82654
2;1.0093281;0.01;736.1057
2;0.5210087;0.01;736.3662
2;0.69894594;0.01;736.62317
2;0.75224435;0.01;736.91284
2;1.04801;0.01;737.1673
2;1.2700695;0.01;737.4856
2;0.8890218;0.01;737.7507
2;0.85169077;0.01;737.9727
2;0.82691467;0.01;738.1789
2;0.91829383;0.01;738.4246
2;1.2680765;0.01;738.6581
2;0.50359845;0.01;738.8924
2;0.9269589;0.01;739.1564
2;0.9373803;0.01;739.3751
2;0.46767703;0.01;739.6336
2;0.74038625;0.01;739.9235
2;0.99797875;0.01;740.1771
2;0.85349655;0.01;740.4247
2;0.55272794;0.01;740.65155
2;1.1256934;0.01;740.87836
2;0.7694435;0.01;741.1256
2;0.6811756;0.01;741.4308
2;0.6752236;0.01;741.75385
2;1.0801816;0.01;742.03845
2;0.6989519;0.01;742.25226
2;0.9339201;0.01;742.46594
2;0.8175055;0.01;742.70374
2;0.750495;0.01;742.9744
2;0.97094154;0.01;743.22406
2;1.1475303;0.01;743.4671
2;0.80781627;0.01;743.70984
2;1.1929531;0.01;743.9896
2;0.725137;0.01;744.2348
2;0.793869;0.01;744.48456
2;0.77640474;0.01;744.72345
2;0.5668744;0.01;744.9759
2;0.6914852;0.01;745.2327
2;1.030431;0.01;745.4733
2;0.75699157;0.01;745.7306
2;1.043459;0.01;745.9675
2;0.80286515;0.01;746.2654
2;0.8205684;0.01;746.5583
2;0.9444087;0.01;746.8466
2;0.9661405;0.01;747.09467
2;0.79083925;0.01;747.3331
2;0.6385638;0.01;747.581
2;1.1304724;0.01;747.8656
2;1.0078764;0.01;748.09534
2;1.0163325;0.01;748.3501
2;0.7932238;0.01;748.6272
2;0.5757225;0.01;748.9346
2;1.1082196;0.01;749.2124
2;0.8924011;0.01;749.4584
2;0.88025445;0.01;749.7352
2;0.98736894;0.01;749.9784
2;0.93404365;0.01;750.22406
2;1.0190957;0.01;750.5223
2;0.56322926;0.01;750.77
2;0.90986687;0.01;750.996
2;0.66580415;0.01;751.2232
2;0.7108252;0.01;751.46735
2;0.7362173;0.01;751.74023
2;0.78682196;0.01;752.00903
2;1.0615019;0.01;752.2241
2;0.74784964;0.01;752.4582
2;0.94306636;0.01;752.68225
2;0.80283445;0.01;752.931
2;0.73275983;0.01;753.1592
2;0.61372685;0.01;753.3867
2;0.5587094;0.01;753.64545
2;0.91615486;0.01;753.8934
2;0.7200758;0.01;754.15985
2;1.2316846;0.01;754.4108
2;0.86105776;0.01;754.65137
2;0.8564786;0.01;754.85913
2;0.78350675;0.01;755.07965
2;0.837604;0.01;755.36395
2;1.1366655;0.01;755.714
2;0.67653257;0.01;755.9383
2;1.1012608;0.01;756.1601
2;0.922679;0.01;756.3837
2;0.65406454;0.01;756.6253
2;1.1019387;0.01;756.86304
2;0.80128396;0.01;757.1349
2;0.8812466;0.01;757.382
2;0.77331644;0.01;757.60345
2;0.852675;0.01;757.8461
2;0.93820417;0.01;758.0693
2;0.9388702;0.01;758.3131
2;0.9962359;0.01;758.5647
2;0.8364681;0.01;758.8312
2;1.0305998;0.01;759.0775
2;0.85491776;0.01;759.30054
2;0.97262686;0.01;759.5359
2;1.2646267;0.01;759.7659
2;0.93078476;0.01;759.9947
2;0.8897337;0.01;760.2393
2;0.58518374;0.01;760.4609
2;0.7135631;0.01;760.75964
2;0.85393614;0.01;761.00085
2;0.9900243;0.01;761.23883
2;0.822501;0.01;761.53253
2;1.0454348;0.01;761.78894
2;0.8902024;0.01;762.02747
2;0.59531426;0.01;762.24927
2;1.0025325;0.01;762.48096
2;0.67661965;0.01;762.7565
2;0.6378825;0.01;763.0173
2;1.3943692;0.01;763.24963
2;0.65304357;0.01;763.48035
2;0.595907;0.01;763.7086
2;0.83847266;0.01;763.9848
2;0.9630078;0.01;764.26764
2;0.8949106;0.01;764.5048
2;0.7217366;0.01;764.7371
2;1.2117823;0.01;764.99664
2;0.6399491;0.01;765.2325
2;0.91231763;0.01;765.45715
2;1.0170764;0.01;765.68677
2;0.73692894;0.01;765.8956
2;0.75395256;0.01;766.12585
2;0.963625;0.01;766.3606
2;0.6650142;0.01;766.59125
2;0.4769252;0.01;766.8408
2;0.5141428;0.01;767.0891
2;0.99305487;0.01;767.31836
2;0.8374989;0.01;767.5824
2;0.7967925;0.01;767.87616
2;0.88399726;0.01;768.12445
2;0.92894655;0.01;768.33813
2;0.7503477;0.01;768.58795
2;0.46102852;0.01;768.84174
2;0.7494528;0.01;769.10046
2;0.59879804;0.01;769.33716
2;0.5508976;0.01;769.61304
2;0.4774989;0.01;769.8475
2;0.69879586;0.01;770.07324
2;0.8393005;0.01;770.3575
2;0.89800185;0.01;770.63654
2;0.825701;0.01;770.8563
2;0.8314257;0.01;771.0794
2;0.87855875;0.01;771.303
2;0.77079606;0.01;771.58624
2;1.2063938;0.01;771.8196
2;0.768792;0.01;772.0446
2;0.9272151;0.01;772.2884
2;0.8603575;0.01;772.50885
2;0.6898006;0.01;772.77466
2;0.91043055;0.01;773.0032
2;0.97214854;0.01;773.221
2;1.0633086;0.01;773.4682
2;0.63946706;0.01;773.7198
2;0.73053145;0.01;774.0096
2;0.84815115;0.01;774.2451
2;0.92112577;0.01;774.49677
2;1.0159379;0.01;774.7201
2;1.096333;0.01;774.9401
2;0.6178686;0.01;775.2053
2;0.8458297;0.01;775.4571
