Epoch;DataIndex;Error;LearningRate;ElapsedSeconds
1;4157;2.2662563;0.01;17.246685
1;4163;2.0454004;0.01;17.247587
1;4187;2.1739619;0.01;17.248047
1;4169;2.822628;0.01;17.256435
1;4199;2.2110763;0.01;17.266981
1;4182;2.3230553;0.01;17.272469
1;4193;2.3554606;0.01;17.275593
1;4158;2.3725746;0.01;17.275976
1;4153;2.176558;0.01;17.280172
1;4170;1.9964876;0.01;17.283796
1;4152;1.829803;0.01;17.292686
1;4175;2.509457;0.01;17.295202
1;4159;2.2438276;0.01;17.296314
1;4165;2.2709453;0.01;17.30686
1;4160;2.4172034;0.01;17.307238
1;4154;2.0305004;0.01;17.309217
1;4167;2.0178447;0.01;17.319317
1;4194;2.0404963;0.01;17.321457
1;4183;2.2901807;0.01;17.325054
1;4171;2.7504203;0.01;17.33448
1;4155;2.8977203;0.01;17.336596
1;4177;2.7970314;0.01;17.342546
1;4166;2.674625;0.01;17.343994
1;4164;2.2770293;0.01;17.347612
1;4161;2.431308;0.01;17.34831
1;4188;2.323682;0.01;17.350029
1;4195;2.486915;0.01;17.351488
1;4189;2.025779;0.01;17.352621
1;4179;2.039438;0.01;17.35547
1;4184;2.257553;0.01;17.361418
1;4176;2.243606;0.01;17.362055
1;4178;2.3362076;0.01;17.368185
1;4172;2.2834313;0.01;17.370775
1;4196;2.4059856;0.01;17.37289
1;4190;1.9427634;0.01;17.37337
1;4185;2.3529837;0.01;17.37497
1;4191;2.2265525;0.01;17.38693
1;4173;2.2151856;0.01;17.389982
1;4197;2.29549;0.01;17.392254
1;4200;2.2719166;0.01;17.421862
1;4224;2.300755;0.01;17.422295
1;4218;2.3164158;0.01;17.422438
1;4242;2.158731;0.01;17.423313
1;4206;2.4561627;0.01;17.423359
1;4230;2.2773707;0.01;17.423498
1;4212;2.3278232;0.01;17.423557
1;4248;2.1426353;0.01;17.442812
1;4236;2.394948;0.01;17.446257
1;4213;2.335284;0.01;17.45093
1;4231;2.2284086;0.01;17.451172
1;4225;2.2864473;0.01;17.456411
1;4219;2.3203213;0.01;17.456944
1;4207;2.4307837;0.01;17.45741
1;4203;2.179205;0.01;17.46728
1;4249;2.206598;0.01;17.470737
1;4209;2.2323217;0.01;17.474556
1;4243;2.2620761;0.01;17.47465
1;4214;2.2169986;0.01;17.477314
1;4232;2.289306;0.01;17.478313
1;4201;2.2675881;0.01;17.481554
1;4226;2.4186685;0.01;17.483662
1;4208;2.1111689;0.01;17.483902
1;4220;2.1233258;0.01;17.484386
1;4217;2.0844073;0.01;17.50614
1;4202;2.0205472;0.01;17.509762
1;4244;2.327964;0.01;17.51196
1;4204;2.381657;0.01;17.514908
1;4237;2.220735;0.01;17.518562
1;4245;2.2694862;0.01;17.519873
1;4215;2.3834505;0.01;17.520731
1;4227;2.2213478;0.01;17.523064
1;4210;2.3099272;0.01;17.526276
1;4246;2.066241;0.01;17.532303
1;4233;2.2723188;0.01;17.533007
1;4221;2.154554;0.01;17.538029
1;4238;2.005238;0.01;17.545435
1;4216;2.6671188;0.01;17.54694
1;4239;2.1169512;0.01;17.547913
1;4211;2.432529;0.01;17.550194
1;4205;2.1811843;0.01;17.55367
1;4228;2.168528;0.01;17.556093
1;4234;2.2130573;0.01;17.559872
1;4247;2.3783677;0.01;17.5604
1;4222;2.4668097;0.01;17.564436
1;4240;2.3006873;0.01;17.573896
1;4235;2.1107697;0.01;17.575188
1;4223;2.4441235;0.01;17.577827
1;4229;2.0705526;0.01;17.579311
1;4241;2.2250187;0.01;17.588396
1;4250;2.373706;0.01;17.617985
1;4262;2.3636103;0.01;17.618637
1;4274;2.2287123;0.01;17.618938
1;4256;2.119528;0.01;17.61951
1;4286;2.354329;0.01;17.620075
1;4268;2.248409;0.01;17.624134
1;4292;2.315801;0.01;17.629898
1;4251;2.05618;0.01;17.638096
1;4263;2.088666;0.01;17.643883
1;4275;2.1908906;0.01;17.644964
1;4257;2.1585646;0.01;17.645725
1;4280;2.338991;0.01;17.648825
1;4293;2.2574775;0.01;17.655718
1;4298;2.0422251;0.01;17.65687
1;4252;2.7267315;0.01;17.66107
1;4287;2.1578803;0.01;17.667858
1;4254;2.1381845;0.01;17.669691
1;4259;2.3204136;0.01;17.66982
1;4276;2.127505;0.01;17.67342
1;4258;2.0206678;0.01;17.675076
1;4281;2.407887;0.01;17.681255
1;4299;2.418143;0.01;17.684698
1;4265;2.0723708;0.01;17.69069
1;4288;2.3931699;0.01;17.694645
1;4255;2.02213;0.01;17.696596
1;4277;2.5464096;0.01;17.700064
1;4266;2.2089567;0.01;17.703388
1;4282;1.8603641;0.01;17.707203
1;4260;2.07137;0.01;17.711687
1;4269;2.3057518;0.01;17.715504
1;4264;2.6782722;0.01;17.716963
1;4295;1.9589294;0.01;17.73193
1;4285;2.2273238;0.01;17.73256
1;4253;2.0389118;0.01;17.73371
1;4283;2.7457342;0.01;17.735245
1;4289;2.3847873;0.01;17.736845
1;4271;2.3853815;0.01;17.738165
1;4261;2.3998249;0.01;17.739563
1;4278;2.2613938;0.01;17.741488
1;4294;2.079889;0.01;17.752636
1;4270;1.9583344;0.01;17.755087
1;4267;2.5833287;0.01;17.760302
1;4284;2.3794734;0.01;17.761904
1;4290;2.0739567;0.01;17.762064
1;4296;2.243756;0.01;17.765783
1;4272;2.5100331;0.01;17.766352
1;4279;2.2515378;0.01;17.768513
1;4291;2.6599438;0.01;17.775595
1;4297;2.1872027;0.01;17.779375
1;4273;2.5213566;0.01;17.780777
1;4324;2.2488036;0.01;17.81093
1;4336;2.351649;0.01;17.81118
1;4306;2.6132684;0.01;17.811468
1;4318;2.4071734;0.01;17.81205
1;4342;2.2820532;0.01;17.8124
1;4348;2.0875707;0.01;17.814432
1;4301;2.323411;0.01;17.815548
1;4300;2.4234066;0.01;17.834978
1;4337;2.1681383;0.01;17.837244
1;4325;2.0284235;0.01;17.83766
1;4307;2.478211;0.01;17.837992
1;4319;1.9720986;0.01;17.840834
1;4343;2.1160834;0.01;17.841476
1;4302;2.583595;0.01;17.844646
1;4312;2.6723475;0.01;17.844732
1;4330;2.6874716;0.01;17.855322
1;4349;2.8194456;0.01;17.855936
1;4304;2.5277593;0.01;17.862553
1;4338;2.4930384;0.01;17.86553
1;4320;2.389964;0.01;17.867332
1;4344;2.2171698;0.01;17.868431
1;4313;2.0463262;0.01;17.871143
1;4331;2.2763577;0.01;17.88197
1;4310;2.3470397;0.01;17.882479
1;4326;2.3526475;0.01;17.882906
1;4309;1.9339799;0.01;17.884941
1;4314;2.4867432;0.01;17.898224
1;4303;2.74894;0.01;17.903555
1;4305;2.0923176;0.01;17.90544
1;4339;2.0678036;0.01;17.908844
1;4327;2.1077912;0.01;17.912258
1;4345;2.378853;0.01;17.91267
1;4321;2.225463;0.01;17.9128
1;4315;2.485942;0.01;17.917368
1;4311;2.08942;0.01;17.922325
1;4333;2.8632698;0.01;17.924643
1;4332;2.1079924;0.01;17.929626
1;4316;2.028032;0.01;17.932734
1;4340;2.420154;0.01;17.935667
1;4328;2.1996887;0.01;17.937231
1;4308;2.2887163;0.01;17.937395
1;4322;1.8534898;0.01;17.939653
1;4346;2.039489;0.01;17.941565
1;4334;2.1821933;0.01;17.950722
1;4341;2.0557477;0.01;17.957045
1;4317;2.3890483;0.01;17.957407
1;4329;2.2095027;0.01;17.959469
1;4323;1.8957334;0.01;17.961117
1;4347;2.3315198;0.01;17.963081
1;4335;2.5060523;0.01;17.9748
1;4350;2.1033323;0.01;18.003998
1;4362;2.396988;0.01;18.004148
1;4380;2.3627236;0.01;18.00426
1;4374;2.1524718;0.01;18.005089
1;4368;2.3847992;0.01;18.005423
1;4356;2.368104;0.01;18.005638
1;4386;2.1906817;0.01;18.006306
1;4392;2.0562491;0.01;18.009895
1;4375;2.485783;0.01;18.030857
1;4351;2.4173422;0.01;18.030897
1;4363;2.1573534;0.01;18.031584
1;4369;2.1677592;0.01;18.032211
1;4387;2.3430622;0.01;18.033281
1;4398;2.4068036;0.01;18.034916
1;4393;2.1175017;0.01;18.040245
1;4357;2.3587408;0.01;18.041752
1;4381;2.3547392;0.01;18.04973
1;4376;2.1196904;0.01;18.058655
1;4388;2.3800101;0.01;18.061543
1;4370;2.5175455;0.01;18.073345
1;4364;2.1341202;0.01;18.078627
1;4358;2.2558215;0.01;18.081635
1;4353;2.2206736;0.01;18.083147
1;4399;2.1208732;0.01;18.087587
1;4352;2.1547613;0.01;18.08789
1;4394;2.4179614;0.01;18.08812
1;4382;2.1345751;0.01;18.096556
1;4371;2.5022326;0.01;18.09813
1;4359;2.3389733;0.01;18.110012
1;4389;2.468723;0.01;18.110289
1;4365;2.2563345;0.01;18.110464
1;4377;2.3464189;0.01;18.112862
1;4395;2.3246388;0.01;18.115063
1;4354;2.2253873;0.01;18.121574
1;4372;2.133428;0.01;18.123726
1;4360;2.1068423;0.01;18.133808
1;4390;2.3031597;0.01;18.138275
1;4378;2.5048532;0.01;18.13929
1;4383;2.3051324;0.01;18.14252
1;4366;2.344419;0.01;18.144495
1;4396;2.3642838;0.01;18.15938
1;4373;2.126132;0.01;18.161133
1;4355;2.350991;0.01;18.162533
1;4361;2.3037536;0.01;18.163204
1;4391;2.3899355;0.01;18.164486
1;4379;2.168256;0.01;18.167133
1;4384;2.3217793;0.01;18.171312
1;4367;2.1051686;0.01;18.17151
1;4397;2.3691576;0.01;18.174404
1;4385;2.333834;0.01;18.184763
1;4442;2.258448;0.01;18.21355
1;4418;2.3414447;0.01;18.214317
1;4400;2.5378916;0.01;18.215473
1;4436;2.3314354;0.01;18.216341
1;4424;2.125732;0.01;18.21705
1;4430;2.2127585;0.01;18.217459
1;4448;2.3546116;0.01;18.227463
1;4406;2.37463;0.01;18.23882
1;4412;2.2941256;0.01;18.240196
1;4443;2.2574592;0.01;18.240746
1;4401;2.4456706;0.01;18.240942
1;4419;2.176191;0.01;18.242163
1;4437;2.3353899;0.01;18.243217
1;4425;2.4343152;0.01;18.243896
1;4431;2.2001297;0.01;18.259407
1;4407;2.3558972;0.01;18.267525
1;4402;2.1929145;0.01;18.268389
1;4444;2.149509;0.01;18.269428
1;4438;2.2387064;0.01;18.272234
1;4426;2.3810613;0.01;18.273281
1;4413;2.3044302;0.01;18.27962
1;4420;2.3251727;0.01;18.2835
1;4404;2.421119;0.01;18.294106
1;4445;2.271408;0.01;18.296093
1;4427;2.1187875;0.01;18.29848
1;4439;2.2131689;0.01;18.298841
1;4409;2.4531994;0.01;18.299
1;4449;2.231838;0.01;18.30238
1;4414;2.2468812;0.01;18.306398
1;4403;2.2795558;0.01;18.308163
1;4421;2.3629203;0.01;18.313864
1;4428;2.1885283;0.01;18.329819
1;4432;2.1904871;0.01;18.330223
1;4408;2.515599;0.01;18.33117
1;4446;2.342744;0.01;18.33364
1;4433;2.47508;0.01;18.335037
1;4422;2.3540707;0.01;18.338116
1;4440;2.2063756;0.01;18.340607
1;4410;2.2774434;0.01;18.34198
1;4405;2.1934452;0.01;18.349333
1;4415;2.4045434;0.01;18.355536
1;4429;2.2647262;0.01;18.356705
1;4447;2.2779183;0.01;18.359873
1;4423;2.363962;0.01;18.36317
1;4441;2.2384055;0.01;18.364454
1;4411;2.3487828;0.01;18.366095
1;4434;2.2856069;0.01;18.372116
1;4416;2.1931424;0.01;18.372688
1;4435;2.320809;0.01;18.388832
1;4417;2.4054294;0.01;18.389652
1;4486;2.1852;0.01;18.419884
1;4450;2.281982;0.01;18.4199
1;4462;2.1063223;0.01;18.42018
1;4456;2.2562351;0.01;18.42026
1;4474;2.5352857;0.01;18.420305
1;4480;2.3764038;0.01;18.420422
1;4492;2.236036;0.01;18.421692
1;4498;2.4969523;0.01;18.426907
1;4487;2.1488433;0.01;18.446087
1;4451;2.153105;0.01;18.446154
1;4463;2.2603476;0.01;18.446774
1;4457;2.299368;0.01;18.448229
1;4481;2.1449764;0.01;18.448273
1;4493;2.1956222;0.01;18.448702
1;4475;2.2239945;0.01;18.449148
1;4499;2.547497;0.01;18.456158
1;4452;2.2323048;0.01;18.47305
1;4482;2.162684;0.01;18.47369
1;4458;2.1562364;0.01;18.475286
1;4494;2.2322216;0.01;18.477917
1;4453;2.2994423;0.01;18.481567
1;4454;2.169518;0.01;18.48517
1;4464;2.1308103;0.01;18.489866
1;4476;2.3466442;0.01;18.491348
1;4468;2.1667535;0.01;18.49536
1;4465;2.5525668;0.01;18.501625
1;4495;2.2888117;0.01;18.502762
1;4459;2.1739979;0.01;18.51181
1;4455;2.2427251;0.01;18.51388
1;4477;2.0424223;0.01;18.522676
1;4489;2.4689064;0.01;18.526522
1;4469;2.2298634;0.01;18.53024
1;4483;2.3717585;0.01;18.533194
1;4466;2.1465988;0.01;18.534681
1;4491;2.2150292;0.01;18.536814
1;4460;2.3951948;0.01;18.53813
1;4488;2.3563242;0.01;18.542145
1;4496;2.4679976;0.01;18.546242
1;4471;2.428471;0.01;18.546507
1;4478;2.2554617;0.01;18.548658
1;4490;2.227201;0.01;18.553215
1;4470;2.155118;0.01;18.555183
1;4484;2.2606196;0.01;18.562645
1;4467;2.3049066;0.01;18.564676
1;4461;2.163973;0.01;18.56561
1;4479;2.6459856;0.01;18.568832
1;4472;2.0971563;0.01;18.569073
1;4497;2.3402147;0.01;18.571152
1;4485;2.4958556;0.01;18.579424
1;4473;2.1681163;0.01;18.582275
1;4512;2.210251;0.01;18.611977
1;4518;2.3607934;0.01;18.612432
1;4530;2.2857835;0.01;18.6142
1;4500;2.1398597;0.01;18.616516
1;4506;2.4203093;0.01;18.618885
1;4542;2.1431477;0.01;18.61936
1;4548;2.15385;0.01;18.623556
1;4501;2.121164;0.01;18.63447
1;4519;2.4374154;0.01;18.638884
1;4536;2.1467967;0.01;18.640072
1;4507;2.5193024;0.01;18.64013
1;4502;2.3581772;0.01;18.641266
1;4508;2.4495354;0.01;18.644846
1;4524;2.1904457;0.01;18.650066
1;4531;2.1509364;0.01;18.655914
1;4543;2.276023;0.01;18.663656
1;4515;2.1655555;0.01;18.67571
1;4503;2.2910755;0.01;18.676287
1;4513;2.2177453;0.01;18.678284
1;4510;2.134538;0.01;18.678463
1;4549;2.305616;0.01;18.683193
1;4537;2.3765576;0.01;18.68929
1;4504;2.2084396;0.01;18.689684
1;4544;2.2463644;0.01;18.69708
1;4521;2.3668993;0.01;18.697277
1;4522;2.2725763;0.01;18.70153
1;4514;2.3418727;0.01;18.704338
1;4511;2.1407833;0.01;18.705528
1;4509;2.5680578;0.01;18.710737
1;4520;2.1528347;0.01;18.71107
1;4538;2.3583744;0.01;18.71636
1;4532;2.3794365;0.01;18.716427
1;4505;2.3440464;0.01;18.716684
1;4525;2.0919468;0.01;18.719864
1;4533;2.2763114;0.01;18.72817
1;4527;2.2244565;0.01;18.728466
1;4535;2.205769;0.01;18.731739
1;4539;2.372949;0.01;18.733067
1;4545;2.1109917;0.01;18.734621
1;4523;2.1691372;0.01;18.73555
1;4516;2.4335907;0.01;18.736895
1;4526;2.35211;0.01;18.754135
1;4528;2.378313;0.01;18.754152
1;4534;2.179913;0.01;18.754871
1;4517;2.3025637;0.01;18.755362
1;4540;2.4058592;0.01;18.756897
1;4546;2.317996;0.01;18.757498
1;4529;2.2649517;0.01;18.768335
1;4541;2.2682047;0.01;18.77003
1;4547;2.4055884;0.01;18.770811
1;4550;2.1414683;0.01;18.80084
1;4586;2.4159718;0.01;18.801311
1;4568;2.0778465;0.01;18.801477
1;4580;2.1449769;0.01;18.802208
1;4562;2.3315773;0.01;18.80226
1;4574;2.1019306;0.01;18.802382
1;4556;2.2334855;0.01;18.803343
1;4592;2.3149588;0.01;18.805185
1;4551;2.6210632;0.01;18.827644
1;4587;2.4495695;0.01;18.828238
1;4581;2.274196;0.01;18.830704
1;4557;2.6122506;0.01;18.831192
1;4575;2.469627;0.01;18.832611
1;4598;2.3224442;0.01;18.83388
1;4563;2.4043646;0.01;18.844852
1;4593;2.2598314;0.01;18.846579
1;4553;2.0895307;0.01;18.851149
1;4552;2.1245885;0.01;18.855015
1;4588;2.1163366;0.01;18.85548
1;4582;2.1667638;0.01;18.858204
1;4569;2.3513052;0.01;18.864992
1;4599;2.3978877;0.01;18.871729
1;4594;2.2981663;0.01;18.873144
1;4564;2.620016;0.01;18.880657
1;4589;2.3934534;0.01;18.882504
1;4583;2.7244377;0.01;18.885588
1;4558;2.0240457;0.01;18.895302
1;4565;2.263179;0.01;18.897259
1;4576;2.2587547;0.01;18.9101
1;4559;2.4480357;0.01;18.915462
1;4595;2.1966524;0.01;18.918201
1;4570;2.583985;0.01;18.918886
1;4572;2.1076663;0.01;18.919249
1;4577;2.330602;0.01;18.92393
1;4566;2.6485028;0.01;18.92657
1;4571;2.2836466;0.01;18.93007
1;4554;2.3506017;0.01;18.931726
1;4590;2.3799756;0.01;18.934332
1;4584;2.3005316;0.01;18.93579
1;4560;2.1767623;0.01;18.941433
1;4596;2.1321414;0.01;18.945742
1;4573;2.001336;0.01;18.945744
1;4567;2.744452;0.01;18.951801
1;4555;2.4092197;0.01;18.956987
1;4585;2.6936822;0.01;18.958462
1;4578;2.3519976;0.01;18.959213
1;4597;2.235196;0.01;18.95978
1;4591;2.1728778;0.01;18.95995
1;4561;2.1699154;0.01;18.963194
1;4579;2.144168;0.01;18.9727
1;4606;2.1181972;0.01;19.002266
1;4618;2.2251563;0.01;19.002346
1;4636;2.3403177;0.01;19.002602
1;4630;2.637084;0.01;19.003084
1;4624;2.2610056;0.01;19.003237
1;4648;2.46183;0.01;19.004143
1;4642;2.4141986;0.01;19.004482
1;4612;2.2505996;0.01;19.014038
1;4600;2.639354;0.01;19.017117
1;4607;2.2769039;0.01;19.028854
1;4619;2.5456774;0.01;19.03
1;4649;2.1313412;0.01;19.032597
1;4601;2.1196074;0.01;19.033447
1;4613;2.452284;0.01;19.041351
1;4602;2.2606719;0.01;19.043823
1;4609;2.098049;0.01;19.052393
1;4631;2.139885;0.01;19.05276
1;4608;2.2847962;0.01;19.055796
1;4620;2.465089;0.01;19.064056
1;4604;2.5491881;0.01;19.065256
1;4614;2.49019;0.01;19.06968
1;4643;2.4763708;0.01;19.070492
1;4625;2.7072225;0.01;19.076717
1;4637;2.1637154;0.01;19.078363
1;4615;2.1027343;0.01;19.082289
1;4610;2.2269406;0.01;19.083105
1;4621;2.2784677;0.01;19.09145
1;4605;2.1082006;0.01;19.092018
1;4644;2.3740473;0.01;19.096752
1;4603;2.15388;0.01;19.099716
1;4633;2.3812404;0.01;19.101368
1;4626;2.0798497;0.01;19.103188
1;4616;2.200432;0.01;19.1062
1;4622;2.573209;0.01;19.116959
1;4634;2.4609723;0.01;19.121609
1;4645;2.4945607;0.01;19.12438
1;4611;2.291986;0.01;19.126118
1;4617;2.466612;0.01;19.127007
1;4638;2.103532;0.01;19.12778
1;4632;2.278664;0.01;19.131178
1;4627;2.2426746;0.01;19.13332
1;4639;2.276625;0.01;19.138672
1;4635;2.2466474;0.01;19.141836
1;4628;2.1622798;0.01;19.14871
1;4646;2.109519;0.01;19.150799
1;4623;2.2261567;0.01;19.151222
1;4640;2.1123247;0.01;19.152445
1;4629;2.5002651;0.01;19.161674
1;4647;2.4605255;0.01;19.163677
1;4641;2.2513132;0.01;19.16521
1;4680;2.264945;0.01;19.196503
1;4686;2.258817;0.01;19.197386
1;4668;2.4775784;0.01;19.199024
1;4674;2.1720788;0.01;19.19909
1;4692;2.1649728;0.01;19.201286
1;4656;2.2306242;0.01;19.20404
1;4698;2.6219306;0.01;19.204134
1;4650;2.207127;0.01;19.209503
1;4662;2.6372852;0.01;19.21558
1;4651;2.3028147;0.01;19.218096
1;4669;2.101208;0.01;19.226456
1;4693;2.314426;0.01;19.228033
1;4657;2.2103243;0.01;19.229942
1;4699;2.0241032;0.01;19.231358
1;4675;2.118883;0.01;19.233427
1;4659;2.0779786;0.01;19.252958
1;4670;2.0814524;0.01;19.25409
1;4663;2.415452;0.01;19.254131
1;4681;2.1209457;0.01;19.254616
1;4654;2.3941705;0.01;19.255978
1;4694;2.232714;0.01;19.256802
1;4676;2.2292376;0.01;19.262167
1;4665;2.0507464;0.01;19.262987
1;4666;2.0847988;0.01;19.279716
1;4687;2.5711994;0.01;19.279896
1;4664;2.517044;0.01;19.281336
1;4682;2.2938647;0.01;19.28186
1;4658;2.5624597;0.01;19.299208
1;4652;2.4527183;0.01;19.299263
1;4667;2.4935472;0.01;19.306168
1;4655;2.187122;0.01;19.307394
1;4695;2.6066818;0.01;19.309727
1;4688;2.097429;0.01;19.310122
1;4689;2.1292486;0.01;19.31108
1;4677;2.2681878;0.01;19.31437
1;4683;2.4814186;0.01;19.316101
1;4671;2.3092868;0.01;19.31635
1;4685;2.398322;0.01;19.316553
1;4660;2.375212;0.01;19.322918
1;4653;2.1861176;0.01;19.32559
1;4672;2.164672;0.01;19.335585
1;4696;2.223326;0.01;19.338676
1;4690;2.2555108;0.01;19.33947
1;4684;2.0816152;0.01;19.341055
1;4678;2.192627;0.01;19.34302
1;4661;2.289606;0.01;19.350763
1;4673;2.4984314;0.01;19.356087
1;4691;2.201097;0.01;19.361685
1;4697;2.385827;0.01;19.362436
1;4679;2.4201937;0.01;19.363392
1;4700;2.4311414;0.01;19.396755
1;4724;2.1374903;0.01;19.397243
1;4718;2.2108917;0.01;19.397758
1;4706;2.28475;0.01;19.397839
1;4712;2.2754571;0.01;19.402025
1;4742;2.3863127;0.01;19.402624
1;4730;2.4499476;0.01;19.413378
1;4748;2.3878589;0.01;19.421328
1;4701;2.2897983;0.01;19.425735
1;4725;2.2080483;0.01;19.429546
1;4743;2.2730918;0.01;19.431965
1;4703;2.309333;0.01;19.436256
1;4736;2.1225028;0.01;19.443264
1;4707;2.1555955;0.01;19.446482
1;4749;2.157109;0.01;19.45084
1;4719;2.2669175;0.01;19.452793
1;4731;2.091375;0.01;19.458014
1;4726;2.2441056;0.01;19.459002
1;4744;2.6767206;0.01;19.460701
1;4702;2.0976803;0.01;19.4619
1;4708;2.1980565;0.01;19.47603
1;4713;2.0610886;0.01;19.481453
1;4737;2.405628;0.01;19.484846
1;4720;2.1120486;0.01;19.485798
1;4745;2.168297;0.01;19.492758
1;4704;2.2435896;0.01;19.494303
1;4721;2.3191435;0.01;19.500765
1;4709;2.3185751;0.01;19.502867
1;4715;2.4204705;0.01;19.509912
1;4714;2.4721394;0.01;19.511059
1;4733;2.4225225;0.01;19.515415
1;4732;2.0668643;0.01;19.516111
1;4727;2.031869;0.01;19.521818
1;4746;2.5128436;0.01;19.52243
1;4738;2.3748965;0.01;19.52797
1;4710;2.5220666;0.01;19.533346
1;4722;2.2081082;0.01;19.53715
1;4716;2.5354521;0.01;19.543718
1;4734;2.2177925;0.01;19.547556
1;4739;2.5926356;0.01;19.55063
1;4705;2.072046;0.01;19.553728
1;4728;2.6530867;0.01;19.554527
1;4741;2.1935177;0.01;19.559895
1;4747;2.1564944;0.01;19.56358
1;4711;2.128583;0.01;19.567225
1;4735;2.4353714;0.01;19.570324
1;4717;2.135987;0.01;19.574755
1;4723;2.4435267;0.01;19.57901
1;4740;2.1623707;0.01;19.580751
1;4729;2.42943;0.01;19.582417
1;4750;2.292348;0.01;19.6185
1;4762;2.1655748;0.01;19.619034
1;4792;2.0494385;0.01;19.619236
1;4780;2.5118284;0.01;19.61928
1;4774;2.4610474;0.01;19.621017
1;4786;2.0271027;0.01;19.62114
1;4768;2.42645;0.01;19.62117
1;4756;2.1569684;0.01;19.621729
1;4763;2.1487517;0.01;19.648035
1;4751;2.4213645;0.01;19.648468
1;4781;2.3628287;0.01;19.64904
1;4793;2.0959673;0.01;19.650074
1;4787;2.0868452;0.01;19.652378
1;4775;2.442162;0.01;19.654947
1;4757;2.133631;0.01;19.663954
1;4764;2.1045606;0.01;19.677979
1;4752;2.3005471;0.01;19.679403
1;4782;2.6338408;0.01;19.680353
1;4769;2.332834;0.01;19.681826
1;4794;2.4679527;0.01;19.683796
1;4758;2.1607924;0.01;19.694805
1;4765;2.0786068;0.01;19.708204
1;4788;2.1142988;0.01;19.708456
1;4753;2.2635598;0.01;19.70889
1;4770;2.1133409;0.01;19.709614
1;4783;2.196072;0.01;19.714785
1;4776;2.5723042;0.01;19.71482
1;4795;2.1628056;0.01;19.715065
1;4759;2.3400888;0.01;19.730698
1;4766;2.250015;0.01;19.738691
1;4771;2.2318363;0.01;19.7393
1;4784;2.3642993;0.01;19.74634
1;4777;2.2988005;0.01;19.75215
1;4754;2.3746855;0.01;19.752693
1;4789;2.4622297;0.01;19.753878
1;4760;2.4525764;0.01;19.767576
1;4767;2.4412656;0.01;19.771357
1;4772;2.4110172;0.01;19.772593
1;4796;2.5218935;0.01;19.774872
1;4785;2.0668511;0.01;19.7797
1;4755;2.072705;0.01;19.783455
1;4778;2.5542178;0.01;19.78414
1;4790;2.6194038;0.01;19.790462
1;4761;2.474986;0.01;19.791716
1;4798;2.6272979;0.01;19.79309
1;4773;2.4812987;0.01;19.803984
1;4797;2.3903072;0.01;19.804417
1;4799;1.9911077;0.01;19.808348
1;4779;2.4452538;0.01;19.813023
1;4791;2.2850692;0.01;19.816353
1;4800;2.104981;0.01;19.850376
1;4818;2.1888824;0.01;19.850477
1;4812;2.306765;0.01;19.851809
1;4836;2.4054046;0.01;19.851852
1;4806;2.2445688;0.01;19.851946
1;4824;2.2222683;0.01;19.853495
1;4842;2.3582485;0.01;19.853611
1;4830;2.0991557;0.01;19.854433
1;4801;2.4204109;0.01;19.880993
1;4819;2.2375255;0.01;19.881277
1;4807;2.3313718;0.01;19.881897
1;4843;2.0157077;0.01;19.88297
1;4837;2.2254179;0.01;19.883568
1;4813;2.3170686;0.01;19.885292
1;4831;2.501996;0.01;19.885792
1;4825;2.4343152;0.01;19.901585
1;4820;2.1938448;0.01;19.911112
1;4808;2.1382275;0.01;19.911758
1;4802;2.1797507;0.01;19.911932
1;4838;1.9721786;0.01;19.914677
1;4832;2.1577814;0.01;19.916218
1;4814;2.2293038;0.01;19.918903
1;4826;2.3095188;0.01;19.931448
1;4809;2.322966;0.01;19.939142
1;4803;2.3037891;0.01;19.941868
1;4821;2.1799212;0.01;19.942316
1;4844;2.2254744;0.01;19.943378
1;4833;2.1386254;0.01;19.947544
1;4827;2.2166307;0.01;19.960314
1;4810;2.109361;0.01;19.971561
1;4804;2.4159062;0.01;19.971699
1;4822;2.227048;0.01;19.972775
1;4845;2.1967864;0.01;19.974464
1;4815;2.187854;0.01;19.975191
1;4839;2.3986297;0.01;19.978674
1;4834;2.4455512;0.01;19.985548
1;4828;2.473692;0.01;19.989923
1;4811;2.1591165;0.01;20.003647
1;4805;2.3176177;0.01;20.005548
1;4823;2.2826912;0.01;20.005848
1;4846;2.2988975;0.01;20.006504
1;4840;2.4970772;0.01;20.009972
1;4816;2.1970823;0.01;20.014706
1;4835;2.3838918;0.01;20.018715
1;4829;2.1818757;0.01;20.021706
1;4848;2.477145;0.01;20.02268
1;4841;2.1776454;0.01;20.03169
1;4847;2.2344792;0.01;20.032757
1;4817;2.2399917;0.01;20.033344
1;4849;2.1201932;0.01;20.04265
1;4874;2.0676036;0.01;20.077827
1;4850;2.3684335;0.01;20.078012
1;4868;2.2019353;0.01;20.078384
1;4862;2.272512;0.01;20.078783
1;4856;2.4116795;0.01;20.07915
1;4886;2.3138187;0.01;20.080793
1;4880;2.310744;0.01;20.080841
1;4892;2.1737864;0.01;20.080976
1;4869;2.1536958;0.01;20.107792
1;4851;2.181322;0.01;20.10827
1;4863;2.2241266;0.01;20.108688
1;4875;2.2793362;0.01;20.109772
1;4857;2.1454408;0.01;20.109787
1;4881;2.0430284;0.01;20.110123
1;4887;2.0784767;0.01;20.111652
1;4893;2.6114523;0.01;20.135756
1;4870;2.2552316;0.01;20.13635
1;4852;2.4601257;0.01;20.139324
